ID,CODIGO_VENTA,MATERIAL,CICLO,SUBCICLO,FECHA_CAPTACION,TIPO,UNIDADES,VENTA ONLINE,COD_LINEA_SEPARACION,LINEA_SEPARACION,COD_CANAL_DISTRIBUCION,CANAL_DISTRIBUCION
000ed0002c5d4d0e5b9deb813976e577,3698,50335274,202115,,2021-10-26,Venta com Descuento,1,Sí,,,3,Plaza
001f3a2f541c7cf28a19c0af35146f03,86944,50283782,202114b,2o SubCiclo,2021-10-25,Reclamo,1,No,,,3,Plaza
0022b81734ca5f89aecaa2128969912a,92596,50264617,202114b,2o SubCiclo,2021-10-25,Venta Normal,51,No,6.0,Knapp – Abastecimiento e balanzas automáticas,3,Plaza
002faadfe44cf116dde83c2c374360f9,70825,50349665,202115,,2021-10-25,Venta Normal,4,No,,,3,Plaza
003213441eba84028ea7df262404d9bc,109942,50364715,202115,,2021-10-26,Reclamo,1,No,,,3,Plaza
003abb9dcef2c6d56a64ef6a00176aaa,102658,50316517,202115,,2021-10-25,Venta Normal,15,No,7.0,Knapp PTL,3,Plaza
003eaca646117083abb0bf0e87ebf783,85317,50289342,202114b,2o SubCiclo,2021-10-25,Venta com Descuento,19,No,7.0,Knapp PTL,3,Plaza
004417eeeca7897da725d091ddeb51ef,57995,50182971,202114b,2o SubCiclo,2021-10-25,Venta com Descuento,77,No,,,3,Plaza
0064f38c1402c2521f8dd7f0dd7205f5,43081,50206563,202114b,2o SubCiclo,2021-10-25,Venta Normal,54,No,,,3,Plaza
0068154e3e1874051834649cce1cd5aa,92798,50321180,202115,,2021-10-25,Venta Normal,17,No,6.0,Knapp – Abastecimiento e balanzas automáticas,3,Plaza
00734e19f8d525993d34386da42f0879,87512,50296248,202114b,2o SubCiclo,2021-10-26,Venta Normal,18,No,6.0,Knapp – Abastecimiento e balanzas automáticas,3,Plaza
007e0e0fbfb6098aa4a630b1656b7ab7,57993,50182979,202114b,2o SubCiclo,2021-10-26,Venta com Descuento,162,No,,,3,Plaza
0088187a5b48360e5c834e5cc73c648e,91093,50310298,202115,,2021-10-25,Venta com Descuento,8,No,,,3,Plaza
0089e2fc0cc8b677ad5fc427e9b7bd62,17043,50324253,202115,,2021-10-25,Venta com Descuento,74,No,6.0,Knapp – Abastecimiento e balanzas automáticas,3,Plaza
0090bd720d9ae1fee8b601252fec39d8,69614,50270021,202114b,2o SubCiclo,2021-10-25,Venta Normal,1,No,7.0,Knapp PTL,3,Plaza
009ef9eb79aa5623a5d3f20b9a58ea66,75953,50290034,202115,,2021-10-25,Regalo,1,No,,,3,Plaza
00aac295f8a3e8176d9885f5b9a4ec1a,77989,50335281,202115,,2021-10-25,Regalo,2,No,7.0,Knapp PTL,3,Plaza
00af9b370bf7effebdbd2903b64c7889,48100,50219174,202114b,2o SubCiclo,2021-10-26,Venta Normal,14,No,,,3,Plaza
00b86ba9691509df3eee6626af39770e,81392,50264520,202115,,2021-10-25,Venta Normal,9,No,,,3,Plaza
00bfb66983bdee3f50c1caa47dfd8cfb,43256,50219188,202115,,2021-10-26,Venta Normal,29,No,,,3,Plaza
00c19784f5d0ecb278617d0cea3cf44c,87513,50296247,202115,,2021-10-25,Venta com Descuento,5,No,7.0,Knapp PTL,3,Plaza
00c5f7f6edd9f484b4ac4d52249ccf2b,3311,50259167,202114b,2o SubCiclo,2021-10-25,Venta Normal,1,No,7.0,Knapp PTL,3,Plaza
00c9e90e7f10b67bcb5ea69b08aad080,19075,50297792,202115,,2021-10-25,Venta com Descuento,2,No,6.0,Knapp – Abastecimiento e balanzas automáticas,3,Plaza
00d55db64bbae1605630466c69206f96,95810,50302773,202115,,2021-10-25,Venta com Descuento,2,Sí,6.0,Knapp – Abastecimiento e balanzas automáticas,3,Plaza
00e17e8218416ff132f12f957f030b82,6423,50316362,202114b,2o SubCiclo,2021-10-25,Venta com Descuento,27,No,,,3,Plaza
00e4037c2169a27c759acfb83dfb6203,4714,50321196,202114b,2o SubCiclo,2021-10-26,Venta Normal,2,No,6.0,Knapp – Abastecimiento e balanzas automáticas,3,Plaza
00e6767b41c932d9329951ddfb13bf8c,92804,50264909,202115,,2021-10-26,Venta Normal,22,No,,,3,Plaza
00f014ab9c23c00323a6c2d6d0be2efd,3160,50188039,202115,,2021-10-25,Venta com Descuento,1,Sí,6.0,Knapp – Abastecimiento e balanzas automáticas,3,Plaza
00f671d92a369d64d2d1ed5403534677,95756,50303278,202115,,2021-10-25,Venta Normal,15,No,7.0,Knapp PTL,3,Plaza
00fa94f466f53dbad4aa1c73b4931ce9,83647,50238097,202114b,2o SubCiclo,2021-10-26,Venta Normal,5,No,6.0,Knapp – Abastecimiento e balanzas automáticas,3,Plaza
010385cbbcf7203d26c5d5058a142d17,90887,50260310,202114b,2o SubCiclo,2021-10-26,Venta Normal,21,No,6.0,Knapp – Abastecimiento e balanzas automáticas,3,Plaza
01062a235c3487cf5153a0d7e13c8d99,56744,50304247,202114b,2o SubCiclo,2021-10-25,Reclamo,1,No,6.0,Knapp – Abastecimiento e balanzas automáticas,3,Plaza
010b70ad68f35364a87fe7ea4358b35f,102658,50336951,202115,,2021-10-26,Venta Normal,37,No,,,3,Plaza
010bf29316c3e17e6779fb244a81a542,2831,50267836,202115,,2021-10-25,Venta Normal,4,Sí,6.0,Knapp – Abastecimiento e balanzas automáticas,3,Plaza
0117c44b73a892d0e28c67b70a4392a3,88280,50298157,202115,,2021-10-26,Venta Normal,4,No,,,3,Plaza
011a8a593452b3004829c1df907da8dc,78933,50219901,202114b,2o SubCiclo,2021-10-26,Venta Normal,8,No,,,3,Plaza
011cb7234a3a94a339b4dc8b0b363679,74085,50284024,202115,,2021-10-26,Venta Normal,7,No,,,3,Plaza
011d2f613ee545e74b8e1e450162f6fe,95812,50302751,202115,,2021-10-25,Regalo,1,No,7.0,Knapp PTL,3,Plaza
0124536ed638aadf254ea79f4d54ddf1,8838,50316356,202114b,2o SubCiclo,2021-10-25,Venta Normal,18,No,6.0,Knapp – Abastecimiento e balanzas automáticas,3,Plaza
0128b7fbb0d394d44ad5026511f2b8b9,54382,50272357,202115,,2021-10-25,Venta Normal,1,No,6.0,Knapp – Abastecimiento e balanzas automáticas,3,Plaza
012cdf6c3896564e6e2bbfc70c8366a4,98848,50334196,202115,,2021-10-25,Venta com Descuento,31,No,,,3,Plaza
0130850455d66eabe5b5e96bfd45232c,19915,50311532,202114b,2o SubCiclo,2021-10-25,Venta Normal,109,No,6.0,Knapp – Abastecimiento e balanzas automáticas,3,Plaza
0132aa82b639b3e5743e2a79fe4a4856,7098,50319477,202115,,2021-10-26,Venta Normal,1,No,,,3,Plaza
013303305e4c6b55be214c6554b623f5,70410,50271232,202115,,2021-10-25,Venta Normal,4,No,7.0,Knapp PTL,3,Plaza
0135bcf1557e36331b329573add3a28b,56768,50216665,202114b,2o SubCiclo,2021-10-26,Venta com Descuento,101,No,6.0,Knapp – Abastecimiento e balanzas automáticas,3,Plaza
013d9c85feec865ed641ce8caff241b7,74094,50335287,202115,,2021-10-25,Regalo,1,No,7.0,Knapp PTL,3,Plaza
014a932643b336e03ba687a234a94a1c,84738,50294029,202115,,2021-10-25,Venta Normal,2,No,,,3,Plaza
014e6c3d358f5e2c0d175620bc547ba4,92573,50264635,202115,,2021-10-26,Venta Normal,4,No,,,3,Plaza
0156723e793722e871dad6ff4fe281fa,19407,50311433,202114b,2o SubCiclo,2021-10-25,Venta Normal,22,No,7.0,Knapp PTL,3,Plaza
015b70d4df77392681fca5c9f8e9288f,8601,50316354,202114b,2o SubCiclo,2021-10-25,Venta Normal,20,No,6.0,Knapp – Abastecimiento e balanzas automáticas,3,Plaza
015dad4a1403188c4556c1b25ffa5eb3,103246,50345833,202115,,2021-10-26,Regalo,3,No,,,3,Plaza
015dfd1c9bebcc132da19a1e8a6506f0,28409,50202667,202114b,2o SubCiclo,2021-10-26,Venta Normal,3,No,,,3,Plaza
016342936adbf67461011c761e8476f8,91819,50262571,202114b,2o SubCiclo,2021-10-25,Venta com Descuento,8,No,6.0,Knapp – Abastecimiento e balanzas automáticas,3,Plaza
016ae35f22e3e8ed88e73e1c087a04e6,70723,50273030,202115,,2021-10-25,Reclamo,1,No,,,3,Plaza
0174e423408917571ec58c7eeabaecb4,94224,50300020,202114b,2o SubCiclo,2021-10-25,Venta Normal,5,No,6.0,Knapp – Abastecimiento e balanzas automáticas,3,Plaza
0178007a080b6a4c39d16a8b07dfe8de,74081,50283777,202115,,2021-10-25,Venta Normal,1,Sí,6.0,Knapp – Abastecimiento e balanzas automáticas,3,Plaza
017c7575bf8815b32b2d21dc9c799a0a,68978,50236340,202115,,2021-10-25,Venta com Descuento,2,No,6.0,Knapp – Abastecimiento e balanzas automáticas,3,Plaza
017d0292ad9e1d35fc3c45af11973d1d,88358,50298173,202115,,2021-10-25,Venta Normal,7,No,,,3,Plaza
018365b461c6a2acd940e3c64b81689d,70961,50273519,202114b,2o SubCiclo,2021-10-25,Venta com Descuento,11,No,,,3,Plaza
018696ff13704bca4bc1a5be69f892a4,21661,50328297,202114b,2o SubCiclo,2021-10-25,Venta Normal,8,No,,,3,Plaza
018712197f1b7e05546488c09eeef23e,54395,50272691,202114b,2o SubCiclo,2021-10-26,Venta Normal,10,No,,,3,Plaza
018e5f8f53483da24cf534bc0d983345,68975,50236266,202115,,2021-10-25,Venta com Descuento,1,No,7.0,Knapp PTL,3,Plaza
01935153c89a15807d51f82bf69c3f5d,7734,50319905,202115,,2021-10-25,Venta Normal,210,No,6.0,Knapp – Abastecimiento e balanzas automáticas,3,Plaza
019f70f1b0b87d3902b27f717fc67fa3,69822,50270693,202114b,2o SubCiclo,2021-10-25,Venta Normal,116,No,6.0,Knapp – Abastecimiento e balanzas automáticas,3,Plaza
01b27a8db31a081bd0ab4835861cf83c,69583,50300543,202115,,2021-10-25,Regalo,1,No,7.0,Knapp PTL,3,Plaza
01b4fecf202e0eb6859559b476ca8817,80936,50294005,202114b,2o SubCiclo,2021-10-25,Venta Normal,2,No,7.0,Knapp PTL,3,Plaza
01b8b395d903fab4e28fe524e9b04d31,74094,50335287,202114b,2o SubCiclo,2021-10-26,Venta Normal,1,No,6.0,Knapp – Abastecimiento e balanzas automáticas,3,Plaza
01d2768ed217b1cdd46b17944624a04b,27385,50248863,202115,,2021-10-26,Venta Normal,35,No,,,3,Plaza
01d72ebdd0f2fa2742e6c413c93b2ab0,2819,50267814,202115,,2021-10-25,Venta Normal,85,No,7.0,Knapp PTL,3,Plaza
01f6e9852b172aec0b99318c5d96998c,98848,50334196,202115,,2021-10-25,Venta com Descuento,101,No,7.0,Knapp PTL,3,Plaza
01ff91b9b74e4bb3a9eef47b71e19cb0,45667,50212528,202114b,2o SubCiclo,2021-10-25,Venta Normal,25,No,,,3,Plaza
02061745a37e0541be4c2f65970d579b,82268,50213875,202114b,2o SubCiclo,2021-10-25,Venta Normal,7,No,,,3,Plaza
02086f9fb89aa20b1fe10877d9be2199,28411,50248866,202114b,2o SubCiclo,2021-10-26,Venta Normal,39,No,,,3,Plaza
02131b653267acaf4bf912a09fc0b023,75363,50288141,202115,,2021-10-25,Venta Normal,10,No,7.0,Knapp PTL,3,Plaza
02168bb570b8802275acfe03659a56d7,80967,50326102,202115,,2021-10-26,Venta Normal,6,No,,,3,Plaza
0218f8829268a382efe6bacd759d81ca,93506,50266913,202115,,2021-10-26,Venta Normal,3,No,,,3,Plaza
021d5372d2b12a95274202f7e4768a03,70390,50270985,202115,,2021-10-25,Venta Normal,36,No,6.0,Knapp – Abastecimiento e balanzas automáticas,3,Plaza
021e569f9f7fcec3b54c759217abe2e3,95757,50303279,202115,,2021-10-26,Venta Normal,12,No,,,3,Plaza
0227e59e504f8a662c3205c3e5d24fd5,109793,50319754,202114b,2o SubCiclo,2021-10-25,Venta com Descuento,92,No,7.0,Knapp PTL,3,Plaza
023bcca59216d236aab752fe5c05f15d,74050,50283695,202115,,2021-10-25,Venta Normal,11,No,,,3,Plaza
0240c0efa4d7048ca63cf3a44e26fb79,87752,50296578,202114b,2o SubCiclo,2021-10-25,Reclamo,1,No,6.0,Knapp – Abastecimiento e balanzas automáticas,3,Plaza
0249c9b3f390eda430669113ff33f3c0,83647,50238097,202114b,2o SubCiclo,2021-10-25,Venta Normal,35,No,,,3,Plaza
024e5b28ba4beebe93763e3dcf4f6cee,1921,50308284,202114b,2o SubCiclo,2021-10-25,Venta Normal,9,No,,,3,Plaza
025757135bfb8c6cf7278dd761f76f7d,78933,50219901,202115,,2021-10-25,Venta Normal,1,No,7.0,Knapp PTL,3,Plaza
025a060c4c37c45f2f4a67798151f965,94684,50300845,202115,,2021-10-25,Venta Normal,11,No,,,3,Plaza
025a5a2bab98d7a815a5b5ef69231153,37699,50275904,202114b,2o SubCiclo,2021-10-26,Venta Normal,1,No,6.0,Knapp – Abastecimiento e balanzas automáticas,3,Plaza
02625aea1ec2ccbdb8198989f50ebd55,80976,50294023,202114b,2o SubCiclo,2021-10-25,Venta Normal,39,No,6.0,Knapp – Abastecimiento e balanzas automáticas,3,Plaza
0265ae1245f843afea510d6ad720bb9d,82509,50294004,202115,,2021-10-26,Reclamo,2,No,,,3,Plaza
026739e25a26cfb01de55a1518611f2e,84592,50295162,202115,,2021-10-25,Venta Normal,9,No,6.0,Knapp – Abastecimiento e balanzas automáticas,3,Plaza
026a27bef6577c5a80e8a19c22adb07f,95809,50302772,202114b,2o SubCiclo,2021-10-25,Venta Normal,25,No,,,3,Plaza
026bde3b5944fe2c107cb1494060c1fc,56768,50216665,202114b,2o SubCiclo,2021-10-25,Venta com Descuento,858,No,6.0,Knapp – Abastecimiento e balanzas automáticas,3,Plaza
02768e5cd20142b3e88a6d66e3670cd4,69653,50270073,202115,,2021-10-25,Venta Normal,35,No,7.0,Knapp PTL,3,Plaza
027b1d597590e0dd55af1e2da16ad2d1,57995,50182971,202114b,2o SubCiclo,2021-10-25,Venta com Descuento,527,No,6.0,Knapp – Abastecimiento e balanzas automáticas,3,Plaza
0287aa8cba064bc7c5c0bf6d394f1305,67647,50310293,202114b,2o SubCiclo,2021-10-26,Venta Normal,39,No,,,3,Plaza
0294bad2047a9cc68a96058f9ada0e17,96241,50304950,202114b,2o SubCiclo,2021-10-25,Regalo,1,No,,,3,Plaza
029bf54e5b2e7751b89c2d24b9ebad50,16446,50323293,202114b,2o SubCiclo,2021-10-26,Venta com Descuento,3,No,6.0,Knapp – Abastecimiento e balanzas automáticas,3,Plaza
02a5137af149d474c9d6eca10317db10,69654,50270077,202115,,2021-10-26,Venta com Descuento,1,Sí,,,3,Plaza
02a773062af6bab59f8e1d8e5a0d724f,114439,50364715,202114b,2o SubCiclo,2021-10-26,Venta Normal,55,No,6.0,Knapp – Abastecimiento e balanzas automáticas,3,Plaza
02ae42a188791287b3183c75f5e78d6b,64851,50202087,202114b,2o SubCiclo,2021-10-25,Venta Normal,2,No,6.0,Knapp – Abastecimiento e balanzas automáticas,3,Plaza
02b5479462d84bcd8f87d08f5d574ef7,77375,50214181,202115,,2021-10-25,Venta com Descuento,1,No,6.0,Knapp – Abastecimiento e balanzas automáticas,3,Plaza
02b6ea27818cef6dce14ab368ebdb971,103335,50345730,202115,,2021-10-26,Regalo,161,No,,,3,Plaza
02c256e87c809c756be0e38c5f44e8e0,21454,50276242,202114b,2o SubCiclo,2021-10-25,Regalo,2,No,,,3,Plaza
02c3eb4e482d5c81bf06037d707ec33a,80691,50226979,202115,,2021-10-25,Venta Normal,29,No,7.0,Knapp PTL,3,Plaza
02cfa8bc609f806ce80536053e310f10,9456,50316506,202114b,2o SubCiclo,2021-10-25,Venta Normal,4,No,6.0,Knapp – Abastecimiento e balanzas automáticas,3,Plaza
02dc0db910e8f00c50b6fafe24555a29,2831,50267836,202114b,2o SubCiclo,2021-10-26,Regalo,3,No,,,3,Plaza
02de0a6977f515450b63a33589d678ae,75242,50277014,202115,,2021-10-26,Venta Normal,1,No,,,3,Plaza
02f3f281b5461eaf551792e218dd1723,70952,50273510,202115,,2021-10-25,Venta com Descuento,22,No,6.0,Knapp – Abastecimiento e balanzas automáticas,3,Plaza
02f739467c70da77f9b67ef1e38dbcdf,74901,50286698,202115,,2021-10-25,Venta Normal,7,No,7.0,Knapp PTL,3,Plaza
02fd4e6effc3894b29142666dd03ec42,56744,50304247,202114b,2o SubCiclo,2021-10-25,Venta Normal,61,No,,,3,Plaza
03061562d646736284ffccac6af531c7,91093,50310298,202114b,2o SubCiclo,2021-10-26,Venta Normal,2,No,6.0,Knapp – Abastecimiento e balanzas automáticas,3,Plaza
031216aecbcf17cc778434d51b5b02a9,74059,50283757,202114b,2o SubCiclo,2021-10-25,Venta Normal,12,No,6.0,Knapp – Abastecimiento e balanzas automáticas,3,Plaza
03146713855a4393a75b002ce6dc091b,70959,50273517,202114b,2o SubCiclo,2021-10-25,Venta Normal,1,No,6.0,Knapp – Abastecimiento e balanzas automáticas,3,Plaza
031fd384b1f06bb6938ed3ad75fc1a97,36425,50273711,202115,,2021-10-26,Venta Normal,14,No,,,3,Plaza
0321f7c1f6d6f476c6135813b2c17515,73575,50282172,202114b,2o SubCiclo,2021-10-26,Venta Normal,7,No,6.0,Knapp – Abastecimiento e balanzas automáticas,3,Plaza
032dacd29498f328506ef764bca70bcc,74076,50283759,202114b,2o SubCiclo,2021-10-25,Venta Normal,52,No,6.0,Knapp – Abastecimiento e balanzas automáticas,3,Plaza
0339dcdd9d838b494410d15df475fd1d,85003,50236136,202115,,2021-10-25,Regalo,523,No,6.0,Knapp – Abastecimiento e balanzas automáticas,3,Plaza
0340359cdcca2c3465872de9ad14dba5,37702,50173564,202114b,2o SubCiclo,2021-10-25,Venta Normal,303,No,6.0,Knapp – Abastecimiento e balanzas automáticas,3,Plaza
0345339b472388cd4e9b170e40a105d9,37703,50192119,202114b,2o SubCiclo,2021-10-25,Venta Normal,43,No,6.0,Knapp – Abastecimiento e balanzas automáticas,3,Plaza
03502b16abbb4560b3851eacaf81bc6a,13120,50309488,202115,,2021-10-25,Venta com Descuento,1,Sí,6.0,Knapp – Abastecimiento e balanzas automáticas,3,Plaza
0350d8393c52ac73987fcdf592177a8a,65586,50205249,202114b,2o SubCiclo,2021-10-25,Venta com Descuento,3,No,,,3,Plaza
035c60ada5a11578d76781dafd4f42ed,92605,50264651,202115,,2021-10-25,Venta com Descuento,1,Sí,6.0,Knapp – Abastecimiento e balanzas automáticas,3,Plaza
036dbea90b925cc1f5638bb3e371fd20,98848,50334196,202115,,2021-10-25,Venta com Descuento,119,No,6.0,Knapp – Abastecimiento e balanzas automáticas,3,Plaza
037afe9bba28f8571af177d94944e3d3,90493,50294556,202114b,2o SubCiclo,2021-10-26,Venta Normal,34,No,,,3,Plaza
037d9aca01f5f43efa8ce768a2b8ec99,70403,50271224,202114b,2o SubCiclo,2021-10-26,Regalo,58,No,,,3,Plaza
0380d9639be2395d53f6d33f5507d076,69655,50270074,202115,,2021-10-25,Regalo,1,No,,,3,Plaza
0383da71abfd5ddda8ae81f76f198922,80444,50225751,202114b,2o SubCiclo,2021-10-26,Venta Normal,16,No,6.0,Knapp – Abastecimiento e balanzas automáticas,3,Plaza
038aae4f26a5f5901ea380ca3bf63dcf,10492,50316638,202115,,2021-10-25,Venta com Descuento,1,Sí,7.0,Knapp PTL,3,Plaza
038d77478eaf451d9e7bc050ea88dbdf,85316,50289343,202115,,2021-10-25,Venta com Descuento,4,No,6.0,Knapp – Abastecimiento e balanzas automáticas,3,Plaza
0394204d76790f859e32119e7fc2bb02,82156,50267030,202115,,2021-10-25,Venta com Descuento,1,Sí,6.0,Knapp – Abastecimiento e balanzas automáticas,3,Plaza
03944394a78e9fd450b601671bef584a,15815,50322630,202114b,2o SubCiclo,2021-10-25,Venta Normal,6,No,,,3,Plaza
039fd7fca9174129c4e5b23e70eb03aa,59881,50188039,202115,,2021-10-25,Venta Normal,2,No,6.0,Knapp – Abastecimiento e balanzas automáticas,3,Plaza
03a1d2ca3d058406d053e889f95c0900,89502,50335268,202114b,2o SubCiclo,2021-10-25,Venta Normal,8,No,,,3,Plaza
03a2636d1e44f0fa9c0a7c73e958e36c,37701,50259294,202115,,2021-10-25,Venta Normal,6,No,7.0,Knapp PTL,3,Plaza
03a9be9efcd4b629e3833360d6bdd564,80632,50310442,202115,,2021-10-25,Regalo,1,No,7.0,Knapp PTL,3,Plaza
03aa6d5277c774711bf06ef99d32f39e,42109,50311534,202115,,2021-10-26,Venta com Descuento,212,No,,,3,Plaza
03b3b5cecc19c4462e1b816624efb7e5,92549,50264618,202114b,2o SubCiclo,2021-10-25,Venta Normal,2,No,,,3,Plaza
03bd44b9f3fcfda7e363bae6f7b2f8ce,51873,50192135,202114b,2o SubCiclo,2021-10-25,Regalo,3,No,,,3,Plaza
03c1f4442512fc17a04b2c7d0cb6212e,74876,50286344,202115,,2021-10-26,Venta Normal,32,No,,,3,Plaza
03d31c0d570c31759caf891b605e38fc,74061,50283780,202115,,2021-10-26,Venta com Descuento,3,Sí,,,3,Plaza
03d967c5d03cdc0b812d9f993f5c8db5,8628,50236266,202114b,2o SubCiclo,2021-10-26,Venta Normal,1,No,6.0,Knapp – Abastecimiento e balanzas automáticas,3,Plaza
03e99f7f07a61e19a9049c2b2a73da24,83544,50237642,202114b,2o SubCiclo,2021-10-25,Regalo,3,No,,,3,Plaza
03ea2807c2d2e222dceb7e784ebfd668,86022,50295992,202114b,2o SubCiclo,2021-10-25,Venta Normal,138,No,6.0,Knapp – Abastecimiento e balanzas automáticas,3,Plaza
03ed7e187a3a72a09c60c1acc1a02290,75241,50277013,202114b,2o SubCiclo,2021-10-25,Venta Normal,1,No,7.0,Knapp PTL,3,Plaza
03fae933ac50e6973a5c59e44b990fb7,90175,50257742,202114b,2o SubCiclo,2021-10-25,Venta Normal,8,No,7.0,Knapp PTL,3,Plaza
0407b736012c7091722edd0d84e2e8ff,90927,50259159,202115,,2021-10-25,Regalo,1,No,6.0,Knapp – Abastecimiento e balanzas automáticas,3,Plaza
040bcdc56de19676ed69f33784d9b46e,78863,50220315,202114b,2o SubCiclo,2021-10-26,Reclamo,1,No,,,3,Plaza
040ded8a9e47979bcdc4014c2602438d,51874,50184993,202115,,2021-10-26,Venta com Descuento,4,Sí,,,3,Plaza
04195562693ff0e657f9e15e82fad9e6,74061,50283780,202114b,2o SubCiclo,2021-10-26,Venta Normal,2,No,6.0,Knapp – Abastecimiento e balanzas automáticas,3,Plaza
041b57921f85b583dd2d95b3fdaeee01,53549,50175209,202114b,2o SubCiclo,2021-10-25,Venta Normal,1,No,7.0,Knapp PTL,3,Plaza
042a347bf43011aee7f8133ec899a47d,95035,50301037,202115,,2021-10-25,Venta com Descuento,5,Sí,6.0,Knapp – Abastecimiento e balanzas automáticas,3,Plaza
042c16439a4edac62511eea5a3a29ef0,4960,50316366,202115,,2021-10-25,Venta Normal,2,No,6.0,Knapp – Abastecimiento e balanzas automáticas,3,Plaza
04317a319ded26614f6f6989bf275937,74776,50284547,202114b,2o SubCiclo,2021-10-25,Venta Normal,61,No,6.0,Knapp – Abastecimiento e balanzas automáticas,3,Plaza
043b06e3985494ec6cba2ad9c3ddc7d7,6589,50316373,202115,,2021-10-25,Venta Normal,1,No,6.0,Knapp – Abastecimiento e balanzas automáticas,3,Plaza
0441fade22b89f8445f7c92d927fe8fa,69205,50273717,202114b,2o SubCiclo,2021-10-25,Venta Normal,2,No,7.0,Knapp PTL,3,Plaza
04449a9937492b1fca0b8bc94c1e9be5,114439,50364715,202115,,2021-10-25,Venta Normal,80,No,,,3,Plaza
0450592a3049fa0d0ccae0c266f9b544,2726,50267133,202115,,2021-10-25,Venta Normal,1,No,6.0,Knapp – Abastecimiento e balanzas automáticas,3,Plaza
0459142601faf81ecbfb8d1862d86e1b,70983,50326039,202114b,2o SubCiclo,2021-10-26,Venta Normal,13,No,6.0,Knapp – Abastecimiento e balanzas automáticas,3,Plaza
045937e377e29fa139924db05de67b8b,70981,50326038,202115,,2021-10-25,Venta com Descuento,299,No,6.0,Knapp – Abastecimiento e balanzas automáticas,3,Plaza
045afa0df81fddc48d506024623c1919,78932,50219908,202114b,2o SubCiclo,2021-10-25,Venta Normal,65,No,6.0,Knapp – Abastecimiento e balanzas automáticas,3,Plaza
045c5f8cf23c8196f1299e2a8f2e25ad,87469,50264294,202115,,2021-10-25,Venta com Descuento,40,No,,,3,Plaza
046e3e91cc57f3d947b7eee04a28d956,18244,50325258,202114b,2o SubCiclo,2021-10-26,Regalo,17,No,,,3,Plaza
047ba7d1a8f89a65ea33ad060a2a6fa2,70965,50273523,202114b,2o SubCiclo,2021-10-25,Venta com Descuento,5,No,,,3,Plaza
047ceeb9b7b87539ec8ea7c82966b38b,64748,50331260,202115,,2021-10-25,Venta com Descuento,5,No,,,3,Plaza
04810778359b46a5c40dbe24f5497fea,109795,50302768,202115,,2021-10-25,Venta com Descuento,1,No,6.0,Knapp – Abastecimiento e balanzas automáticas,3,Plaza
04842c5106a4dfa00efc462b5b02161c,103992,50347737,202115,,2021-10-26,Regalo,10,No,,,3,Plaza
04850b4cf19ed0194711acb98ab4b136,72196,50277770,202115,,2021-10-25,Venta Normal,4,No,7.0,Knapp PTL,3,Plaza
0488f6ed4d6641c472ee73850372f2dc,59880,50188034,202114b,2o SubCiclo,2021-10-25,Venta Normal,6,No,6.0,Knapp – Abastecimiento e balanzas automáticas,3,Plaza
048dda05e01a155ce21f9c2ee7450599,186,50305366,202115,,2021-10-25,Venta Normal,2,No,,,3,Plaza
048f3c002619164fc4dd84afb74f3ee8,109797,50294029,202115,,2021-10-25,Venta com Descuento,9,No,6.0,Knapp – Abastecimiento e balanzas automáticas,3,Plaza
04955d39e6375816207828df88d46a1a,73209,50280984,202114b,2o SubCiclo,2021-10-25,Venta Normal,6,No,,,3,Plaza
04971895558890f2015b50e556b750f2,71596,50276210,202115,,2021-10-26,Regalo,2,No,,,3,Plaza
049aeac0bcd0a7e7484fd2d3a12481bc,70983,50326039,202115,,2021-10-25,Regalo,1,No,6.0,Knapp – Abastecimiento e balanzas automáticas,3,Plaza
049c307410456a6572c9d89e60c0a45b,34089,50170835,202114b,2o SubCiclo,2021-10-26,Regalo,1,No,,,3,Plaza
04a9be5b22c57d232ae1b48517b2fb9e,69206,50273718,202114b,2o SubCiclo,2021-10-25,Venta Normal,43,No,6.0,Knapp – Abastecimiento e balanzas automáticas,3,Plaza
04abce144a149b83aab4c1d73a17cff6,43254,50171693,202114b,2o SubCiclo,2021-10-25,Venta Normal,8,No,7.0,Knapp PTL,3,Plaza
04b526d5e38dfb4416d3e99cf8f52297,69050,50238451,202115,,2021-10-25,Venta Normal,14,No,6.0,Knapp – Abastecimiento e balanzas automáticas,3,Plaza
04bfbad36acd1178e561fa34f03aeaa1,114439,50364715,202114b,2o SubCiclo,2021-10-25,Venta Normal,40,No,7.0,Knapp PTL,3,Plaza
04c518b1548cda0e3e3a174a5c57473e,90493,50294556,202114b,2o SubCiclo,2021-10-25,Venta Normal,80,No,6.0,Knapp – Abastecimiento e balanzas automáticas,3,Plaza
04c8cbb7f376e1c674c80a413ddf7bda,109794,50319901,202115,,2021-10-26,Venta com Descuento,10,No,,,3,Plaza
04fc8c1beb96737f556fc579863e7a4d,95133,50301719,202114b,2o SubCiclo,2021-10-25,Venta Normal,20,No,,,3,Plaza
04fd50040e5ea2d381c81bf731742ae8,10045,50316562,202114b,2o SubCiclo,2021-10-26,Venta Normal,3,No,,,3,Plaza
04fdfe22cfba43d5fa613b92871005c3,95840,50303528,202115,,2021-10-25,Venta Normal,368,No,,,3,Plaza
05021157bf72918cbb8e3aa479e46518,80059,50223710,202115,,2021-10-25,Venta Normal,1,No,6.0,Knapp – Abastecimiento e balanzas automáticas,3,Plaza
